run_dir,step,coord_acc,support_precision,support_recall,direct_full_match,post_verifier_full_match,h_abs_error,pred_h_mean,true_h_mean,candidate_count,residual_gap
results/csv/n8_m16_q127_pfree0p25_e0_s4_20260428_214101_263718,2,0.25,0.1428571492433548,1.0,0.0,0.0,6.0,7.0,1.0,4.0,16642.5
