epoch,split,loss,loss_sup,loss_rec,loss_sparse,coord_acc,exact_match,hamming_distance,support_precision,support_recall,soft_residual_abs_mean,soft_circular_loss,hard_residual_abs_mean,hard_circular_loss
1,train,0.41636891312599184,0.3247288393497467,0.908127384185791,0.0827332569628954,0.862709375,0.22735,2.19665,0.4508375,0.4508375,29.378183044433595,0.908127384185791,24.27447578125,0.7626969393730163
1,test,0.35979963941574095,0.2747428527355194,0.8471450640678406,0.03422782805562019,0.8916000006675721,0.33759999980926514,1.7343999990463257,0.5663999994277954,0.5663999994277954,27.806353030395506,0.8471450640678406,20.67029608154297,0.6483590921401977
2,train,0.3327997045516968,0.24975959520339966,0.8267122283935547,0.036888400894403456,0.914253125,0.454,1.37195,0.6570125,0.6570125,27.287132025146484,0.8267122283935547,17.0193771484375,0.5337757429599762
2,test,0.3262076147079468,0.24311773686408997,0.8245110230445862,0.06387713376283645,0.9233125003814697,0.5069999995231629,1.2270000003814698,0.6932499999046325,0.6932499999046325,27.231184783935547,0.8245110230445862,15.33460546875,0.4806386932849884
3,train,0.3142790350437164,0.23222252559661866,0.8155390396118164,0.050260385096073154,0.935209375,0.5769,1.03665,0.7408375,0.7408375,26.99934539794922,0.8155390396118164,13.1607705078125,0.4125243311882019
3,test,0.3146717875957489,0.23288472046852113,0.8134442085266114,0.04426444951891899,0.9326125006675721,0.5682000000953674,1.0781999990463256,0.7304499994277954,0.7304499994277954,26.943298892211914,0.8134442085266114,13.395597665405273,0.4196678412437439
4,train,0.30603370633125304,0.2244990176677704,0.8108554193496704,0.0449144136428833,0.94601875,0.6459,0.8637,0.784075,0.784075,26.87626330871582,0.8108554193496704,11.0018845703125,0.3447609667301178
4,test,0.30965996427536013,0.22812174618244171,0.8113159575462341,0.04066223675608635,0.9406624995231628,0.6193,0.9493999995231629,0.7626499997138977,0.7626499997138977,26.889909176635744,0.8113159575462341,11.795905477905274,0.36938448367118837
5,train,0.3002127103805542,0.21874327101707458,0.8104938665390015,0.04200532280802727,0.953596875,0.69505,0.74245,0.8143875,0.8143875,26.865981213378905,0.8104938665390015,9.47137109375,0.296732044839859
5,test,0.3071321300983429,0.22480622782707213,0.8181856351852417,0.05073366088271141,0.9505749999046326,0.6853999996185303,0.7907999999046326,0.8022999996185303,0.8022999996185303,27.064154873657227,0.8181856351852417,9.747910147094727,0.30522144951820374
6,train,0.29493650364875795,0.21346694083213807,0.8108648874282837,0.03830729311704636,0.961053125,0.744925,0.62315,0.8442125,0.8442125,26.87191465148926,0.8108648874282837,7.9137359375,0.24787094502449036
6,test,0.3017398000717163,0.21857601432800294,0.8268831055641175,0.047547230154275893,0.950124999332428,0.6773999996185303,0.7979999993324279,0.8005000005722046,0.8005000005722046,27.28157029724121,0.8268831055641175,9.97484766998291,0.31221723432540893
7,train,0.29140932426452637,0.20987470190525054,0.8116370330810547,0.03709167139530182,0.96549375,0.77325,0.5521,0.861975,0.861975,26.888764752197265,0.8116370330810547,7.0304373046875,0.2202015224456787
7,test,0.3017333878993988,0.22062444076538085,0.8078235375404358,0.03265881061553955,0.9610750007629395,0.7538999994277954,0.6228000007629394,0.8442999998092652,0.8442999998092652,26.795115634155273,0.8078235375404358,7.638070320129395,0.2392398777961731
8,train,0.28949268584251403,0.20777372493743895,0.8132842873573303,0.03905296180844307,0.968365625,0.792775,0.50615,0.8734625,0.8734625,26.930180725097657,0.8132842873573303,6.4191765625,0.20098280222415923
8,test,0.29640633306503295,0.2146325323343277,0.8143683346748352,0.03369636579155922,0.964287499332428,0.7757000007629394,0.571399999332428,0.8571500005722046,0.8571500005722046,26.959130270385742,0.8143683346748352,6.935171875762939,0.2171082521915436
9,train,0.28737295818328856,0.2055699503183365,0.8141007965087891,0.03929252501130104,0.971503125,0.81395,0.45595,0.8860125,0.8860125,26.95025445251465,0.8141007965087891,5.75719453125,0.18020446157455444
9,test,0.29478169555664063,0.21293278524875642,0.8151277531623841,0.03361303036212921,0.9661625005722045,0.788400000667572,0.5414000005722046,0.864650000667572,0.864650000667572,26.977817294311524,0.8151277531623841,6.531831247711182,0.20436496727466583
10,train,0.2860238382339478,0.20412480025291443,0.8149890153884888,0.04001333116292954,0.9735625,0.82725,0.423,0.89425,0.89425,26.973770153808594,0.8149890153884888,5.3475771484375,0.16740595476627348
10,test,0.29428230147361756,0.21050487728118897,0.8326305852890015,0.051436483931541446,0.9641624993324279,0.7727000005722046,0.573399999332428,0.8566500005722046,0.8566500005722046,27.426735787963867,0.8326305852890015,7.009190625,0.21926927335262297
11,train,0.2850257972240448,0.2030154448747635,0.8160216082572938,0.04081894840598106,0.97486875,0.835075,0.4021,0.899475,0.899475,26.999957946777343,0.8160216082572938,5.0990634765625,0.1595877465724945
11,test,0.2924152606010437,0.20907300350666047,0.8286291039466858,0.047934957605600355,0.9664874996185303,0.7865999996185302,0.5362000004291534,0.8659500000953674,0.8659500000953674,27.32542172241211,0.8286291039466858,6.5896648506164555,0.20622164402008056
12,train,0.284691779756546,0.20250681903362275,0.8176020113945007,0.042475767850875853,0.97514375,0.837175,0.3977,0.900575,0.900575,27.04172131347656,0.8176020113945007,5.04772109375,0.15806148853302002
12,test,0.29331711015701295,0.21041314840316772,0.8248510355949402,0.04188567120432854,0.9674374999046326,0.7962000000953674,0.5209999999046325,0.8697499996185303,0.8697499996185303,27.2302369140625,0.8248510355949402,6.286862505340576,0.1967344185590744
13,train,0.2838083146095276,0.20156437027454377,0.8181320045471191,0.04307422059178352,0.976553125,0.846675,0.37515,0.9062125,0.9062125,27.054467984008788,0.8181320045471191,4.7457564453125,0.1485717357158661
13,test,0.2941203924179077,0.2108291045188904,0.8282570503234863,0.04655740185379982,0.9640750003814698,0.7762000007629395,0.5748000003814697,0.8562999999046326,0.8562999999046326,27.3164985748291,0.8282570503234863,6.898069529724121,0.215782985496521
14,train,0.28271469869613647,0.20029483308792115,0.8197200478553772,0.044785864138603214,0.977665625,0.8541,0.35735,0.9106625,0.9106625,27.09502618408203,0.8197200478553772,4.5169267578125,0.14138616116046906
14,test,0.2935583607196808,0.20911333544254304,0.8385757539749146,0.05874536728858948,0.9637750007629394,0.7694000007629395,0.5796000007629395,0.8550999998092651,0.8550999998092651,27.58048805541992,0.8385757539749146,7.108192964935303,0.22237048799991607
15,train,0.28231820073127745,0.19977996637821197,0.8208015628814698,0.045807610428333284,0.978484375,0.85945,0.34425,0.9139375,0.9139375,27.12278899536133,0.8208015628814698,4.3515267578125,0.136231937789917
15,test,0.2946137865066528,0.20994963018894194,0.8404454524040222,0.061960946643352506,0.9610249997138977,0.7487000003814698,0.6235999997138977,0.8441000004768372,0.8441000004768372,27.629887622070314,0.8404454524040222,7.774392189788818,0.24342407147884368
