epoch,split,loss,loss_sup,loss_rec,loss_sparse,coord_acc,exact_match,hamming_distance,support_precision,support_recall,soft_residual_abs_mean,soft_circular_loss,hard_residual_abs_mean,hard_circular_loss
1,train,0.4689038863182068,0.3721113952159882,0.9636563848495483,0.04268496389389038,0.798403125,0.026925,3.22555,0.1936125,0.1936125,30.778067999267577,0.9636563848495483,30.82298359375,0.97032266330719
1,test,0.47254274439811705,0.37783282508850097,0.9413983394622802,0.05700824187994003,0.7940624995231629,0.017100000000745057,3.2950000011444094,0.1762500001192093,0.1762500001192093,30.176737991333006,0.9413983394622802,31.00867187194824,0.9753758965492249
2,train,0.4392838809490204,0.34698638987541197,0.9146789885520935,0.0829591010093689,0.825371875,0.0988,2.79405,0.3014875,0.3014875,29.517372399902342,0.9146789885520935,28.384859375,0.8923425572395325
2,test,0.4462672639846802,0.35511988039016723,0.9051146631240845,0.06359162820577621,0.818537500667572,0.08910000003576278,2.9034000022888184,0.27415000023841857,0.27415000023841857,29.283039450073243,0.9051146631240845,28.626302349853514,0.89946946144104
3,train,0.42786343517303466,0.3375703851222992,0.8971213461875915,0.05809117577075958,0.8336125,0.13765,2.6622,0.33445,0.33445,29.06720853881836,0.8971213461875915,27.099300390625,0.8514912553787232
3,test,0.44579233984947203,0.3552727447509766,0.8996181169509888,0.0557780395925045,0.8201250000953675,0.1042,2.877999998474121,0.2805000003814697,0.2805000003814697,29.121697790527342,0.8996181169509888,28.12311953125,0.8834285039901734
4,train,0.42198402185440065,0.3324944054603577,0.8907735153198242,0.04122635281682015,0.83940625,0.17115,2.5695,0.357625,0.357625,28.89925353088379,0.8907735153198242,26.020845703125,0.8174385593414306
4,test,0.44705809392929075,0.3565075006008148,0.9002560753822326,0.05249763705730438,0.8205624995231628,0.11789999991655349,2.871000001144409,0.2822499997138977,0.2822499997138977,29.138195083618164,0.9002560753822326,27.70528826904297,0.8704040994644165
5,train,0.41999860796928407,0.3307668103218079,0.8884148292541504,0.0390311241030693,0.841115625,0.184225,2.54215,0.3644625,0.3644625,28.842574450683593,0.8884148292541504,25.607540234375,0.8044632575988769
5,test,0.4408302740097046,0.35105596957206725,0.8942565970420837,0.034863881653547285,0.8243624997138977,0.1284,2.8101999980926515,0.297449999666214,0.297449999666214,28.98847329711914,0.8942565970420837,27.3101828125,0.8575921265602112
