epoch,split,loss,loss_sup,loss_rec,loss_sparse,coord_acc,exact_match,hamming_distance,pred_pos_mean,true_pos_mean,support_precision,support_recall,soft_residual_abs_mean,soft_circular_loss,hard_residual_abs_mean,hard_circular_loss
1,train,0.4967417815685272,0.39484868545532226,1.0189309581756592,0.0,0.6350546875,0.00025,5.839125,5.116825,2.0,0.12471529076099395,0.319425,32.23720458984375,1.0189309581756592,31.729998828125,0.9994115249633789
1,val,0.4909603551864624,0.38892541761398314,1.0203493419647216,0.0,0.6238749979019165,0.0,6.017999996185303,5.297599993896484,2.0,0.12138698692321777,0.3198999994277954,32.27800131225586,1.0203493419647216,31.730900021362306,0.9991637517929077
2,train,0.4908821206569672,0.3889276798248291,1.01954439163208,0.0,0.618425,0.0,6.1052,5.466,2.0,0.12446445705890656,0.3402,32.252925762939455,1.01954439163208,31.7579005859375,1.0004367782592773
2,val,0.4909593327522278,0.38892449984550476,1.0203483093261718,0.0,0.6193749983787536,0.0,6.089999988555908,5.3992000045776365,2.0,0.12193087730407715,0.327299999332428,32.27797677001953,1.0203483093261718,31.741584381103515,0.999579881477356
3,train,0.49088083548545836,0.38892650637626647,1.0195432872772217,0.0,0.615284375,0.0,6.15545,5.53495,2.0,0.12443853425979615,0.344875,32.25289649658203,1.0195432872772217,31.7546998046875,1.0002533145904542
3,val,0.49095824370384217,0.38892351922988894,1.020347261619568,0.0,0.6133499992370606,0.0,6.186399974822998,5.526399980926514,2.0,0.12196047475337982,0.33499999918937684,32.27794871215821,1.020347261619568,31.727006158447267,0.9990279117584229
4,train,0.49087952189445494,0.3889252977371216,1.019542226409912,0.0,0.612428125,0.0,6.20115,5.60855,2.0,0.12540551750659942,0.35185,32.252868157958986,1.019542226409912,31.7523890625,1.0001571491241454
4,val,0.49095717458724975,0.3889225585460663,1.020346180152893,0.0,0.6080624991416931,0.0,6.270999976348877,5.6434,2.0,0.12232032079696656,0.34309999890327453,32.27792456054687,1.020346180152893,31.736707778930665,0.9994970814704895
5,train,0.4908783038139343,0.3889241738796234,1.0195412761688232,0.0,0.60819375,2.5e-05,6.2689,5.6975,2.0,0.12547294800281525,0.35715,32.25284338378906,1.0195412761688232,31.7432986328125,0.9998609971046448
5,val,0.49095618948936465,0.3889216666221619,1.0203452056884765,0.0,0.6030874983787536,0.0,6.350599988555908,5.752600000762939,2.0,0.12282531778812408,0.3504999983787537,32.27790001831055,1.0203452056884765,31.71185459899902,0.9985224410057068
6,train,0.49087718658447266,0.38892315435409547,1.0195403099060059,0.0,0.6040390625,0.0,6.335375,5.773925,2.0,0.12450536940097809,0.3596375,32.2528180053711,1.0195403099060059,31.75825703125,1.0003411613464355
6,val,0.4909552961349487,0.3889208633899689,1.0203443138122559,0.0,0.5981374991416931,0.0,6.429799976348877,5.863399977874756,2.0,0.12316143225431442,0.35840000038146974,32.277878509521486,1.0203443138122559,31.703206188964845,0.9982329878807068
7,train,0.4908761469364166,0.38892220005989075,1.019539464187622,0.0,0.6018265625,0.0,6.370775,5.836175,2.0,0.1254270768404007,0.36635,32.25279564208984,1.019539464187622,31.7460806640625,0.9999568395614624
7,val,0.4909544738769531,0.3889201190471649,1.0203435102462768,0.0,0.594075001335144,0.0,6.494799978637695,5.953599979400635,2.0,0.12344841678142547,0.36470000019073484,32.27785856323242,1.0203435102462768,31.717649981689455,0.9987405365943909
8,train,0.49087522921562193,0.38892135667800903,1.0195387115478516,0.0,0.5984515625,0.0,6.424775,5.901275,2.0,0.12507254395484924,0.369125,32.25277615966797,1.0195387115478516,31.7470572265625,0.999932389831543
8,val,0.4909537417411804,0.3889194624900818,1.0203427892684938,0.0,0.5910124997138977,0.0,6.543800004577637,6.030599976348877,2.0,0.12436309847831727,0.3716999999523163,32.27784135131836,1.0203427892684938,31.718990573120116,0.9986764194488525
9,train,0.49087439661026,0.3889205909729004,1.0195380485534669,0.0,0.5963296875,2.5e-05,6.458725,5.958925,2.0,0.1260329800605774,0.37505,32.25275838623047,1.0195380485534669,31.74785390625,0.999954944896698
9,val,0.49095307531356813,0.38891885566711426,1.020342138671875,0.0,0.5881249980926514,0.0,6.589999993133545,6.097600002288818,2.0,0.12471000200510025,0.37689999995231627,32.27782600097656,1.020342138671875,31.72569370727539,0.9989110389709472
10,train,0.4908736243247986,0.3889198836326599,1.0195374071121215,0.0,0.5938859375,2.5e-05,6.497825,6.010775,2.0,0.12582838501930238,0.3782375,32.252741772460936,1.0195374071121215,31.740661328125,0.9997401595115661
10,val,0.490952472448349,0.38891831312179564,1.0203415613174438,0.0,0.585262498474121,0.0,6.63579998703003,6.163399977111816,2.0,0.1252076214194298,0.38189999985694884,32.27781065063476,1.0203415613174438,31.72675311279297,0.9989737837791443
11,train,0.49087295331954955,0.3889192677974701,1.019536835861206,0.0,0.592178125,0.0,6.52515,6.04105,2.0,0.12546624295711517,0.378975,32.25272703857422,1.019536835861206,31.748199609375,1.0000335187911988
11,val,0.49095193367004397,0.3889178285598755,1.0203410112380982,0.0,0.5834750002861023,0.0,6.664399995422364,6.2136000038146975,2.0,0.12585714449882507,0.3872999997615814,32.277797552490235,1.0203410112380982,31.724315536499024,0.9989085315704346
12,train,0.49087233686447146,0.3889187016487122,1.019536339378357,0.0,0.591471875,0.0,6.53645,6.0684,2.0,0.12618150070905684,0.3829875,32.2527135925293,1.019536339378357,31.742625390625,0.999858278465271
12,val,0.49095144300460813,0.38891738905906675,1.0203405408859252,0.0,0.5817749968528747,0.0,6.691599975585937,6.2460000022888185,2.0,0.12560357432365418,0.388599999666214,32.2777864074707,1.0203405408859252,31.729018646240235,0.9991120573997497
13,train,0.49087178859710695,0.3889181972503662,1.019535877609253,0.0,0.5895203125,0.0,6.567675,6.105625,2.0,0.12595268313884736,0.3844875,32.252701416015626,1.019535877609253,31.730246875,0.9993219478607178
13,val,0.49095099668502806,0.38891698780059814,1.020340094947815,0.0,0.5807500000953675,0.0,6.707999998474121,6.2723999778747555,2.0,0.1257862721681595,0.3910999995231628,32.277776043701174,1.020340094947815,31.760114028930666,1.0003073331832886
14,train,0.4908712797164917,0.38891773281097414,1.0195354530334473,0.0,0.5889625,0.0,6.5766,6.1208,2.0,0.12605247240066528,0.38605,32.25269041137695,1.0195354530334473,31.749027734375,1.000085929107666
14,val,0.49095060782432554,0.38891663484573363,1.0203396856307982,0.0,0.580474998664856,0.0,6.712399983978272,6.28400000076294,2.0,0.1260866686820984,0.39289999952316285,32.27776567993164,1.0203396856307982,31.75681248474121,1.0002219694137573
15,train,0.49087082557678224,0.38891731805801394,1.0195350704193116,0.0,0.588240625,2.5e-05,6.58815,6.1414,2.0,0.12664669060707093,0.3883125,32.25268040161133,1.0195350704193116,31.7333873046875,0.9994225734710693
15,val,0.49095024480819704,0.3889163023471832,1.0203393739700317,0.0,0.5804624980926514,0.0,6.712599993133545,6.2905999908447265,2.0,0.126384445476532,0.3944999994277954,32.277758441162106,1.0203393739700317,31.7748030456543,1.000934508228302
16,train,0.4908704312324524,0.38891695556640626,1.0195347385406495,0.0,0.5884359375,2.5e-05,6.585025,6.139175,2.0,0.1266001712322235,0.3885375,32.25267166137695,1.0195347385406495,31.7529162109375,1.0001680364608765
16,val,0.49094991769790647,0.3889160111427307,1.0203390501022338,0.0,0.5801874975204467,0.0,6.7170000022888185,6.2966,2.0,0.1263705594778061,0.3948999994277954,32.277751110839844,1.0203390501022338,31.76624519958496,1.0007201197624207
17,train,0.49087007036209107,0.388916624212265,1.0195344367980956,0.0,0.58695,2.5e-05,6.6088,6.1649,2.0,0.1261760947704315,0.389025,32.25266405029297,1.0195344367980956,31.7452466796875,0.9998756647109985
17,val,0.4909496433734894,0.3889157673358917,1.0203387937545776,0.0,0.5803624998092651,0.0,6.714200003051758,6.300999981689453,2.0,0.12687754063606263,0.396699999332428,32.277742309570314,1.0203387937545776,31.765648342895506,1.0006407700538635
18,train,0.4908697563648224,0.3889163345336914,1.0195341871261596,0.0,0.5869734375,0.0,6.608425,6.168725,2.0,0.12640837926864623,0.390075,32.25265729980469,1.0195341871261596,31.7353892578125,0.9995180624961854
18,val,0.49094940423965455,0.3889155427455902,1.0203385553359985,0.0,0.5801125003814698,0.0,6.7181999938964845,6.3074,2.0,0.12702500171661377,0.3972999991893768,32.277736932373045,1.0203385553359985,31.762076550292967,1.0004577385902405
19,train,0.49086947445869444,0.3889160779953003,1.019533943939209,0.0,0.5862171875,0.0,6.620525,6.183375,2.0,0.12641061344146728,0.3907125,32.25265038146973,1.019533943939209,31.758790625,1.0003573764801026
19,val,0.4909491810798645,0.38891534399986266,1.020338338470459,0.0,0.5803124989509583,0.0,6.714999979400635,6.309000004577637,2.0,0.12742389385700226,0.3984999992847443,32.27773311767578,1.020338338470459,31.754414013671877,1.0001997983932496
20,train,0.49086922855377196,0.38891585359573366,1.0195337329864502,0.0,0.585528125,0.0,6.63155,6.19325,2.0,0.12612160351276397,0.390425,32.25264528808594,1.0195337329864502,31.75513359375,1.000252497291565
