epoch,split,loss,loss_sup,loss_rec,loss_sparse,coord_acc,exact_match,hamming_distance,support_precision,support_recall,soft_residual_abs_mean,soft_circular_loss,hard_residual_abs_mean,hard_circular_loss
1,train,1.2378364040374756,0.7287799231529236,0.9721789331436157,41.18385982214809,0.794090625,0.031,3.29455,0.1763625,0.1763625,31.004800607299806,0.9721789331436157,30.6831060546875,0.965838092803955
1,test,2.291731778335571,1.2198886428833007,1.000763766860962,97.17667882080079,0.7814875,0.0081,3.4962,0.12595,0.12595,31.770113195800782,1.000763766860962,31.502125,0.9922733379364014
2,train,1.4680989869117738,0.8416415040969849,0.9990246412277222,52.655502976989744,0.782053125,0.0084,3.48715,0.1282125,0.1282125,31.725474267578125,0.9990246412277222,31.484871484375,0.9917489334106445
2,test,0.608197045135498,0.44688861198425295,0.9957332112312317,6.173511232757568,0.7819,0.0103,3.4896,0.1276,0.1276,31.640017315673827,0.9957332112312317,31.42882734375,0.9900677795410157
3,train,0.6098321343421936,0.4476579808235168,0.9970301374435425,6.247114259338379,0.782325,0.0087,3.4828,0.1293,0.1293,31.67326520690918,0.9970301374435425,31.4662626953125,0.9910749103546143
3,test,0.6063182156562805,0.4459305624961853,0.9955420454978943,6.083345474243164,0.7836,0.0099,3.4624,0.1344,0.1344,31.63519252319336,0.9955420454978943,31.4483453125,0.9906155285835266
4,train,0.6071830492973328,0.44636412086486815,0.9965792749404907,6.116100370788574,0.782534375,0.00865,3.47945,0.1301375,0.1301375,31.66188953857422,0.9965792749404907,31.4605888671875,0.9908315538406373
4,test,0.6079133580207825,0.44668264284133913,0.9966891065597534,6.156180937194824,0.781025,0.0083,3.5036,0.1241,0.1241,31.664794848632813,0.9966891065597534,31.4928609375,0.9920841207504273
5,train,0.6082193151473999,0.4468127582550049,0.9972754594802856,6.167901152038574,0.7828375,0.008825,3.4746,0.13135,0.13135,31.67949130859375,0.9972754594802856,31.4553884765625,0.9906625509262085
5,test,0.607604006767273,0.44651387920379637,0.9967671663284302,6.141341203308105,0.783075,0.0099,3.4708,0.1323,0.1323,31.66669895019531,0.9967671663284302,31.43901015625,0.9903993528366088
6,train,0.6079751148223876,0.44666641702651977,0.9973662043571472,6.1572079193115234,0.782621875,0.00895,3.47805,0.1304875,0.1304875,31.681950579833984,0.9973662043571472,31.465702734375,0.9910832147598266
6,test,0.6067132879257202,0.44615484104156494,0.9961995283126831,6.09384921951294,0.782225,0.0111,3.4844,0.1289,0.1289,31.65152136230469,0.9961995283126831,31.40961640625,0.9893114532470703
7,train,0.6069923319816589,0.4461847752094269,0.9969133546829224,6.111622428894043,0.78320625,0.008425,3.4687,0.132825,0.132825,31.670466192626954,0.9969133546829224,31.4856806640625,0.9917026156425476
7,test,0.6067945259094238,0.4462652445793152,0.9961941371917724,6.090986549377441,0.7821625,0.0106,3.4854,0.12865,0.12865,31.65169013671875,0.9961941371917724,31.4535390625,0.9909350162506103
8,train,0.6045304023742676,0.4452561589241028,0.994067232131958,5.98675212097168,0.78344375,0.009475,3.4649,0.133775,0.133775,31.596773654174804,0.994067232131958,31.4472287109375,0.9904922492980957
8,test,0.6037755429267884,0.4480108332157135,0.9909741373062134,5.666730235290528,0.777225,0.0061,3.5644,0.1089,0.1089,31.518935089111327,0.9909741373062134,31.5410625,0.9933465618133545
9,train,0.5803652598381043,0.4346537468910217,0.983613226890564,4.735019102478027,0.784609375,0.010725,3.44625,0.1384375,0.1384375,31.328948623657226,0.983613226890564,31.402400390625,0.9890523857116699
9,test,0.5946370509147644,0.45419765119552613,0.9847075706481934,4.196864138793945,0.775575,0.0094,3.5908,0.1023,0.1023,31.356181091308592,0.9847075706481934,31.44018046875,0.9902299518585205
10,train,0.5616113333702087,0.4293103355884552,0.9876753181457519,3.3533466396331786,0.78235,0.009125,3.4824,0.1294,0.1294,31.43124013671875,0.9876753181457519,31.4600361328125,0.9909216369628906
10,test,0.5778920233726501,0.45417176580429075,1.002540990447998,2.3466159439086915,0.785725,0.0167,3.4284,0.1429,0.1429,31.814131002807617,1.002540990447998,31.2656453125,0.9852289489746093
11,train,0.5401385679244995,0.4200245936393738,1.0106498495101928,1.9048990184783936,0.780584375,0.007875,3.51065,0.1223375,0.1223375,32.02335394897461,1.0106498495101928,31.514148828125,0.9926898509979248
11,test,0.5575395171165466,0.43993906059265137,1.0108726596832276,1.6513192920684814,0.7866,0.0073,3.4144,0.1464,0.1464,32.02978668212891,1.0108726596832276,31.5292984375,0.9932186527252197
